Столбец1;Столбец2;Столбец3;Столбец4;Столбец5;Столбец6;Столбец7;Столбец8;Столбец9;Столбец10;Столбец11;Столбец12;score
'min_child_weight': 1.0; 'n_estimators': 397.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 7; 'eta': 0.45; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5482330468003821
'min_child_weight': 6.0; 'n_estimators': 317.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 3; 'eta': 0.375; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5472779369627507
'min_child_weight': 1.0; 'n_estimators': 265.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 3; 'eta': 0.2; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5472779369627507
'min_child_weight': 1.0; 'n_estimators': 870.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 10; 'eta': 0.225; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5472779369627507
'min_child_weight': 3.0; 'n_estimators': 340.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 10; 'eta': 0.35000000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 1.0; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5472779369627507
'min_child_weight': 4.0; 'n_estimators': 362.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 13; 'eta': 0.45; 'subsample': 0.9500000000000001; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 2.0; 'n_estimators': 233.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 9; 'eta': 0.375; 'subsample': 0.7000000000000001; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 2.0; 'n_estimators': 275.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 4; 'eta': 0.47500000000000003; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 1.0; 'n_estimators': 427.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 2; 'eta': 0.325; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 1.0; 'n_estimators': 314.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 4; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 6.0; 'n_estimators': 480.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 13; 'eta': 0.5; 'subsample': 0.9; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5463228271251194
'min_child_weight': 2.0; 'n_estimators': 215.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 12; 'eta': 0.4; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 1.0; 'n_estimators': 113.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 9; 'eta': 0.35000000000000003; 'subsample': 1.0; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 2.0; 'n_estimators': 260.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 11; 'eta': 0.4; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 5.0; 'n_estimators': 173.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 9; 'eta': 0.30000000000000004; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 2.0; 'n_estimators': 578.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 8; 'eta': 0.4; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 2.0; 'n_estimators': 201.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 1; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 2.0; 'n_estimators': 164.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 4; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.9500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 3.0; 'n_estimators': 346.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 1; 'eta': 0.35000000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 1.0; 'n_estimators': 467.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 1; 'eta': 0.45; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.9500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 1.0; 'n_estimators': 776.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 11; 'eta': 0.42500000000000004; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.545367717287488
'min_child_weight': 3.0; 'n_estimators': 979.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 9; 'eta': 0.15000000000000002; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5444126074498568
'min_child_weight': 1.0; 'n_estimators': 450.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 4; 'eta': 0.35000000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5444126074498568
'min_child_weight': 1.0; 'n_estimators': 218.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 6; 'eta': 0.225; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5444126074498568
'min_child_weight': 2.0; 'n_estimators': 258.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 10; 'eta': 0.275; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5444126074498568
'min_child_weight': 1.0; 'n_estimators': 243.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 3; 'eta': 0.4; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5434574976122254
'min_child_weight': 1.0; 'n_estimators': 517.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 3; 'eta': 0.4; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5434574976122254
'min_child_weight': 4.0; 'n_estimators': 729.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.7000000000000001; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5434574976122254
'min_child_weight': 1.0; 'n_estimators': 569.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 13; 'eta': 0.4; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5434574976122254
'min_child_weight': 3.0; 'n_estimators': 267.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 13; 'eta': 0.30000000000000004; 'subsample': 0.8; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.542502387774594
'min_child_weight': 3.0; 'n_estimators': 609.0; 'silent': 1; 'nthread': 6; 'gamma': 1.0; 'max_depth': 10; 'eta': 0.35000000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.542502387774594
'min_child_weight': 1.0; 'n_estimators': 637.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 5; 'eta': 0.4; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.542502387774594
'min_child_weight': 2.0; 'n_estimators': 327.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 12; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.542502387774594
'min_child_weight': 2.0; 'n_estimators': 102.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 4; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.542502387774594
'min_child_weight': 2.0; 'n_estimators': 981.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 2; 'eta': 0.4; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 2.0; 'n_estimators': 457.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 10; 'eta': 0.17500000000000002; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 3.0; 'n_estimators': 375.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 6; 'eta': 0.45; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 2.0; 'n_estimators': 102.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 5; 'eta': 0.47500000000000003; 'subsample': 0.9; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 4.0; 'n_estimators': 245.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 7; 'eta': 0.35000000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 5.0; 'n_estimators': 137.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 9; 'eta': 0.5; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 3.0; 'n_estimators': 353.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 10; 'eta': 0.30000000000000004; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5415472779369628
'min_child_weight': 1.0; 'n_estimators': 495.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 8; 'eta': 0.375; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5405921680993314
'min_child_weight': 2.0; 'n_estimators': 339.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 8; 'eta': 0.4; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5405921680993314
'min_child_weight': 2.0; 'n_estimators': 119.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 9; 'eta': 0.25; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5405921680993314
'min_child_weight': 2.0; 'n_estimators': 270.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 3; 'eta': 0.30000000000000004; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5405921680993314
'min_child_weight': 2.0; 'n_estimators': 303.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 6; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5396370582617
'min_child_weight': 1.0; 'n_estimators': 412.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 1; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5396370582617
'min_child_weight': 1.0; 'n_estimators': 303.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9500000000000001; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.55; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5396370582617
'min_child_weight': 1.0; 'n_estimators': 549.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5386819484240688
'min_child_weight': 1.0; 'n_estimators': 600.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 11; 'eta': 0.5; 'subsample': 0.8; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5386819484240688
'min_child_weight': 1.0; 'n_estimators': 139.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.9500000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5386819484240688
'min_child_weight': 1.0; 'n_estimators': 560.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 1; 'eta': 0.47500000000000003; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5386819484240688
'min_child_weight': 2.0; 'n_estimators': 363.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 6; 'eta': 0.4; 'subsample': 0.8; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5386819484240688
'min_child_weight': 1.0; 'n_estimators': 467.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 13; 'eta': 0.42500000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 1.0; 'n_estimators': 505.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 5; 'eta': 0.25; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 1.0; 'n_estimators': 505.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 1; 'eta': 0.4; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 2.0; 'n_estimators': 327.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9500000000000001; 'max_depth': 7; 'eta': 0.5; 'subsample': 0.9500000000000001; 'num_class': 5; 'colsample_bytree': 0.5; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 5.0; 'n_estimators': 617.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 11; 'eta': 0.30000000000000004; 'subsample': 0.65; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 2.0; 'n_estimators': 186.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 12; 'eta': 0.35000000000000003; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 4.0; 'n_estimators': 279.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 10; 'eta': 0.325; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.9500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 6.0; 'n_estimators': 320.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 4; 'eta': 0.45; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5377268385864374
'min_child_weight': 2.0; 'n_estimators': 177.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 3; 'eta': 0.35000000000000003; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 2.0; 'n_estimators': 590.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 12; 'eta': 0.5; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 3.0; 'n_estimators': 317.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8; 'max_depth': 10; 'eta': 0.375; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.9; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 4.0; 'n_estimators': 257.0; 'silent': 1; 'nthread': 6; 'gamma': 0.8500000000000001; 'max_depth': 1; 'eta': 0.42500000000000004; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 1.0; 'n_estimators': 679.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 3; 'eta': 0.45; 'subsample': 0.5; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 1.0; 'n_estimators': 528.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 13; 'eta': 0.375; 'subsample': 0.75; 'num_class': 5; 'colsample_bytree': 0.75; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 2.0; 'n_estimators': 586.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 4; 'eta': 0.45; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5367717287488061
'min_child_weight': 1.0; 'n_estimators': 583.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 11; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.8; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5358166189111748
'min_child_weight': 2.0; 'n_estimators': 390.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 4; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5358166189111748
'min_child_weight': 5.0; 'n_estimators': 294.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 5; 'eta': 0.47500000000000003; 'subsample': 0.8500000000000001; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 5.0; 'n_estimators': 501.0; 'silent': 1; 'nthread': 6; 'gamma': 0.9; 'max_depth': 10; 'eta': 0.47500000000000003; 'subsample': 0.9; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 1.0; 'n_estimators': 625.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 13; 'eta': 0.5; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 2.0; 'n_estimators': 469.0; 'silent': 1; 'nthread': 6; 'gamma': 0.7000000000000001; 'max_depth': 12; 'eta': 0.375; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 3.0; 'n_estimators': 202.0; 'silent': 1; 'nthread': 6; 'gamma': 0.75; 'max_depth': 11; 'eta': 0.47500000000000003; 'subsample': 0.6000000000000001; 'num_class': 5; 'colsample_bytree': 0.8500000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5348615090735435
'min_child_weight': 1.0; 'n_estimators': 637.0; 'silent': 1; 'nthread': 6; 'gamma': 0.6000000000000001; 'max_depth': 11; 'eta': 0.5; 'subsample': 1.0; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 400.0; 'silent': 1; 'nthread': 6; 'gamma': 0.5; 'max_depth': 11; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.6000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 746.0; 'silent': 1; 'nthread': 6; 'gamma': 0.65; 'max_depth': 1; 'eta': 0.30000000000000004; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.7000000000000001; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
'min_child_weight': 1.0; 'n_estimators': 519.0; 'silent': 1; 'nthread': 6; 'gamma': 0.55; 'max_depth': 2; 'eta': 0.45; 'subsample': 0.55; 'num_class': 5; 'colsample_bytree': 0.65; 'eval_metric': 'mlogloss'; 'objective': 'multi:softmax';0.5339063992359121
